product_information,product_id
"ProduktbeschreibungArtikelnummer 2888425Zutaten & AllergeneZutaten: WEIZENMEHL, extra natives Olivenöl (5%), Hefe, Salz (1,6%), gemälztes WEIZENMEHL, Antioxidationsmittel: Rosmarinextrakt. Kann Spuren von SESAM, SOJA, MILCH UND IHRE DERIVATE und SCHALENFRÜCHTE enthalten.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.777 kJEnergie421 kcalFett9,5 gFett, davon gesättigte Fettsäuren1,5 gKohlenhydrate71,2 gKohlenhydrate, davon Zucker1,8 gBallaststoffe3,1 gEiweiß11,2 gSalz2,2 gHinweiseAufbewahrungs- und Verwendungshinweis: Kühl und trocken lagern, vor Hitze schützen.ArtikeldetailsUrsprungsland: ItalienKontaktKontaktname: Hosta - Werk für Schokolade-Spezialitäten GmbH & Co. KGKontaktadresse: Greutstraße 9, 74597 Stimpfach-RandenweilerMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2888425
"ProduktbeschreibungArtikelnummer 7271554Zutaten & AllergeneZutaten: Mineralwasser, Kohlensäure.NährwerteDurchschnittliche NährwerteUnzubereitet pro 1 lCalcium520 mgMagnesium65 mgHinweiseInformation: Quellort: Sersheim; Quellname: alwaAnalysenauszug Mineralien - in mg/L:Natrium 17Kalium 5,4Calcium 520Magnesium 65Chlorid 29Sulfat 1170Hydrogencarbonat 415Analyse des Institut Dr. Lörcher und Partner mbB, Ludwigsburg, bestätigt durch laufende Kontrollen.ArtikeldetailsMarke: AlwaNettofüllmenge: 0,75 LEigenschaften: RegionalPackungsgröße: 0,75lKontaktKontaktname: alwa Mineralbrunnen GmbHKontaktadresse: 74372 SersheimFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7271554
"ProduktbeschreibungArtikelnummer 8157671Zutaten & AllergeneZutaten: Wasser, Mehrfruchtsaft aus Fruchtsaftkonzentraten (Orange 10%, Zitrone, Mandarine, Grapefruit), Zucker , 2 % Fruchtfleisch (Orange, Mandarine) , Kohlensäure, Orangenschalenextrakt, natürliches Orangenaroma.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie183 kJEnergie43 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate10 gKohlenhydrate, davon Zucker10 gBallaststoffe0 gEiweiß0 gSalz0 gHinweiseAufbewahrungs- und Verwendungshinweis: Bitte kühl und dunkel lagernArtikeldetailsMarke: OranginaNettofüllmenge: 0,5 LUrsprungsland: DeutschlandKontaktKontaktname: Schweppes Deutschland GmbHKontaktadresse: Hagener Straße 261, 57223 KreuztalFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8157671
"ProduktbeschreibungArtikelnummer 674450Zutaten & AllergeneZutaten: Wasser, Zucker*, GERSTENmalz*, Holunderbeerensaft (1,7%) aus Holunderbeerensaftkonzentrat*, Kohlensäure, natürliches Apfelsaft-, Orangen-, Blutorangen-Aroma*, Säureregulatoren Calcium- u.Magnesiumcarbonat, *Kontrolliert biologischer Anbau.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie95 kJEnergie22 kcalFett< 0,5 gFett, davon gesättigte Fettsäuren< 0,1 gKohlenhydrate5 gKohlenhydrate, davon Zucker5 gEiweiß< 0,5 gSalz< 0,01 gArtikeldetailsMarkeBionadeNettofüllmenge0,33 LEigenschaftenBioÖkologische HerkunftEU/Nicht-EU LandwirtschaftÖko KontrollstelleDE-ÖKO-012Packungsgröße0,33lx12KontaktKontaktname: Bionade GmbHKontaktadresse: 97645 Ostheim vor der RhönMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",674450
"ProduktbeschreibungArtikelnummer 8279796Volvic Bio Tee - Ein einzigartiges Geschmackserlebnis aus besten Zutaten in Bio-Qualität.
Für Tee-Liebhaber und Bio-Fans gibt es Volvic jetzt in drei außergewöhnlichen
Kompositionen inspiriert von den mächtigsten Vulkanen der Welt.
Begeistert von der einzigartigen Erhabenheit des Piton de la Fournaise im exotischen
Inselparadies La Reunion, haben wir unseren Hibiskus Tee mit Litschi Maracuja-Geschmack kreiert.
Volvic Bio Tee ist leckerer Eistee aus besten Zutaten in Bio-Qualität – natürlich, zuckerreduziert und mit wenig Kalorien.
Volvic Bio Tee
- Einzigartig natürlicher Geschmack in den Sorten Hibiskus Tee, Rooibos Tee, Weißer Tee
- Zuckerreduziert, mit wenig Kalorien
- Natürliche Zutaten in Bio-Qualität
- 100% natürliche Aromen... mehr anzeigenZutaten & AllergeneZutaten: Natürliches Mineralwasser Volvic (95%), Bio-Zucker, Bio-Zitronensaft aus Zitronensaftkonzentrat (1,6%), Bio-Hibiskus-Aufguss (0,09%), natürliches Litschi-Passionsfrucht-Aroma, natürliches Passionsfrucht-Aroma, färbendes Bio-Konzentrat aus Holunderbeere, Apfel und schwarzer Johannisbeere.Allergenhinweise: Enthält: Keine deklarationspflichtigen Allergene enthalten.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie56 kJEnergie13 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate3,1 gKohlenhydrate, davon Zucker3,1 gEiweiß0 gSalz< 0,01 gHinweiseAufbewahrungs- und Verwendungshinweis: Nach dem Öffnen im Kühlschrank aufbewahren und innerhalb von 3 Tagen aufbrauchen. Kühl & trocken lagern sowie vor direkter Sonneneinstrahlung schützen.ArtikeldetailsMarke: VolvicNettofüllmenge: 0,75 LEigenschaften: BioUrsprungsland: FrankreichÖko Kontrollstelle: FR-BIO-01KontaktKontaktname: Danone Deutschland GmbHKontaktadresse: Postfach 100359, 60003 Frankfurt DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8279796
"ProduktbeschreibungArtikelnummer 146790Karamalz Classic ist ein alkoholfreies Malzgetränk mit der charakteristischen Karamell-Note, die auch namensgebend für Karamalz ist. Durch die Verwendung bester Zutaten, dem Einsatz des typischen Karamell-Malzes und der richtigen Dosis Kohlensäure entsteht der einzigartige Geschmack von Karamalz Classic. Die Mixtur der wertvollen Inhaltsstoffe wie Hopfenextrakt und Gerstenmalz - mit der natürlichen Kraft aus Maltose - liefert seitüber 50 Jahren lecker-starken Trinkgenuss. Es ist somit das ideale Getränk am Ende eines herausfordernden und spannenden Tages und ein Genuss für die ganze Familie.Zutaten & AllergeneZutaten: Wasser, GERSTENMALZ, Glucose-Fructose Sirup, Kohlensäure, Hopfenextrakt.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie184 kJEnergie44 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate10,5 gKohlenhydrate, davon Zucker8 gEiweiß< 0,4 gSalz< 0,01 gHinweiseAufbewahrungs- und Verwendungshinweis: Kühl und dunkel lagernArtikeldetailsMarke: KaramalzNettofüllmenge: 0,5 LPackungsgröße: 0,5lx20KontaktKontaktname: Privatbrauerei Eichbaum GmbH & Co.KGKontaktadresse: Käfertaler Straße 170, 68167 MannheimMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",146790
"ProduktbeschreibungArtikelnummer 64822Zutaten & AllergeneZutaten: Natürliches Mineralwasser, Zucker, Orangensaft aus Orangensaftkonzentrat (5%), Kohlensäure, Säuerungsmittel Citronensäure, Orangenextrakt, färbendes Lebensmittel Karottensaftkonzentrat, Vitamin C, natürliches Orangenaroma mit anderen natürlichen Aromen, Säureregulator Trinatriumcitrat, Stabilisator Johannisbrotkernmehl.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie167 kJEnergie39 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate9,5 gKohlenhydrate, davon Zucker9,5 gEiweiß0 gSalz0,06 gVitamin C12 mgHinweiseAufbewahrungs- und Verwendungshinweis: Vor Sonnenlicht und Wärme schützenInformation: Fruchtgehalt: 5%ArtikeldetailsMarke: SinalcoNettofüllmenge: 1,25 LUrsprungsland: DeutschlandPackungsgröße: 1,25lKontaktKontaktname: Deutsche Sinalco GmbH Markengetränke & co. KG, In Lizenz der Sinalco International GmbH & Co. KGKontaktadresse: D- 47179 DuisburgFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",64822
"ProduktbeschreibungArtikelnummer 574152DEIT verführt zum Träumen vom Süden und dem Land, wo die Zitronen blühen. Feinherbe Fruchtigkeit, prickelndes Mineralwasser und viele Vitamine – ganz ohne überflüssige Kalorien. Die perfekte Mischung für figurbewusste Genießer!
DEIT. Null Zucker, viele Vitamine, voller Fruchtgeschmack!Zutaten & AllergeneZutaten: Natürliches Mineralwasser, Kohlensäure, Zitronen- und Orangensaftkonzentrat, konzentrierter Zitronenextrakt, Säuerungsmittel Citronensäure, Süßungsmittel Natriumcyclamat, Acesulfam K, Aspartam und Natriumsaccharin, Vitaminmischung (Vitamin C, Vitamin E, Niacin, Pantothenat, Vitamin B6, Folsäure, Vitamin B12), natürliches Citrusaroma, Stabilisatoren Guarkernmehl und Pektin.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie12 kJEnergie3 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate0 gKohlenhydrate, davon Zucker0 gEiweiß0 gSalz0,01 gVitamin E1,8 mgVitamin C8 mgNiacin2,4 mgFolsäure30 µgPantothensäure0,9 mgVitamin B60,21 mgVitamin B120,25 µgHinweiseAufbewahrungs- und Verwendungshinweis: Vor Wärme und Licht schützen.Information: Enthält eine Phenylalaninquelle.ArtikeldetailsMarke: DeitNettofüllmenge: 0,75 LUrsprungsland: DeutschlandPackungsgröße: 0,75lKontaktKontaktname: DrinkStar GmbHKontaktadresse: D-83026 RosenheimFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",574152
"ProduktbeschreibungArtikelnummer 7836277Zutaten & AllergeneZutaten: Wasser, Orangensaft aus Orangensaftkonzentrat (16%), Zucker, Kohlensäure, Zitronensaftkonzentrat, Orangenextrakt (0,1%), natürliches Orangenaroma.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie149 kJEnergie35 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate8,1 gKohlenhydrate, davon Zucker8,1 gBallaststoffe0,1 gEiweiß0,1 gSalz0 gHinweiseAufbewahrungs- und Verwendungshinweis: Vor Sonne und Frost schützen und an einem sauberen, trockenen, kühlen und geruchlosen Ort lagern.ArtikeldetailsMarke: San PellegrinoNettofüllmenge: 0,33 LUrsprungsland: ItalienKontaktKontaktname: SANPELLEGRINO S.p.A.Kontaktadresse: San PellegrinoTerme (BG)Località Ruspino24016 - ItalienMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7836277
"ProduktbeschreibungArtikelnummer 8028256Zutaten & AllergeneZutaten: Aufguss aus Schwarztee und Hagebutten (Wasser, Schwarztee, Hagebutten), Zucker, 1,5% Zitronensaft aus Zitronensaftkonzentrat, Säuerungsmittel: Citronensäure; Säureregulator: Natriumcitrate; Aroma. Tee-Extrakt: mind. 1,5 g/l.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie118 kJEnergie28 kcalFett< 0,5 gFett, davon gesättigte Fettsäuren< 0,1 gKohlenhydrate6,7 gKohlenhydrate, davon Zucker6,7 gEiweiß< 0,5 gSalz0,02 gHinweiseAufbewahrungs- und Verwendungshinweis: Geöffnet gekühlt 3 Tage haltbar.ArtikeldetailsMarke: RauchNettofüllmenge: 1,5 LUrsprungsland: ÖsterreichKontaktKontaktname: Rauch Fruchtsäfte GmbH & Co OGKontaktadresse: Langgasse 1, A-6830 Rankweil, AustriaFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8028256
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 8101326Zutaten & AllergeneZutaten: Wasser, Gerstenmalz, Hopfen.Allergenhinweise: Gersten und Gerstenerzeugnisse (glutenhaltiges Getreide).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie167 kJEnergie40 kcalFett< 0,1 gFett, davon gesättigte Fettsäuren< 0,1 gKohlenhydrate2,94 gKohlenhydrate, davon Zucker< 0,2 gEiweiß0,46 gSalz< 0,01 gArtikeldetailsAlkoholgehalt: 5,1 % Vol.KontaktKontaktname: REWE Markt GmbHKontaktadresse: Im Unteren Wald, 69168 WieslochMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8101326
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 3145695Zutaten & AllergeneZutaten: Wasser, GERSTENMALZ, HopfenHinweiseAufbewahrungs- und Verwendungshinweis: Bitte kühl und dunkel lagernArtikeldetailsMarke: BenediktinerAlkoholgehalt: 5 % Vol.KontaktKontaktname: Benediktiner Weissbräu GmbHKontaktadresse: 82488 EttalMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",3145695
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 8423348Zutaten & AllergeneZutaten: Wasser, GERSTENMALZ, Hopfen.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie179 kJEnergie43 kcalHinweiseAufbewahrungs- und Verwendungshinweis: Mindestens haltbar bis: Siehe Verpackungsaufdruck.ArtikeldetailsMarke: PüllekenAlkoholgehalt: 5,2 % Vol.KontaktKontaktname: Brauerei C. & A. Veltins GmbH & Co. KGKontaktadresse: 59872 Meschede-GrevensteinFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8423348
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 19145Zutaten & AllergeneZutaten: Bier (Wasser, GERSTENMALZ, Hopfenextrakt), Wasser, Zucker, Kohlensäure, Farbstoff: E 150 c, Säuerungsmittel E 338, natürliches Aroma, Aroma KoffeinAllergenhinweise: Enthält: Gerste und Gerstenerzeugnisse (glutenhaltiges Getreide).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie180 kJEnergie43 kcalArtikeldetailsMarke: MixeryUrsprungsland: DeutschlandAlkoholgehalt: 3,1 % Vol.Packungsgröße: 0,5l DoseKontaktKontaktname: Karlsberg BrauereiKontaktadresse: Karlsbergstraße 62, 66424 HomburgFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",19145
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 190044Zutaten & AllergeneZutaten: Wasser, GERSTENMALZ, HopfenArtikeldetailsMarke: AstraAlkoholgehalt: 4,9 % Vol.Packungsgröße: 6x0,33lKontaktKontaktname: Bavaria-St.Pauli GmbHKontaktadresse: 22755 HamburgFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",190044
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 1443690Heineken® ist ein gold-gelbes Lager mit 100 % natürlichen Zutaten und einem kleinen, feinen Extra: A-Hefe. Heinekens einzigartige A-Hefe sorgt für volles Aroma und feine Fruchtnoten. Der Abgang ist mild und leicht bitter.
Offizieller Partner von der EURO 2020, UEFA Champions League, James Bond, Rugby, Formel 1 und Formel-e Zutaten & AllergeneZutaten: Wasser, GERSTENMALZ, Hopfenextrakt.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie176 kJEnergie42 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate3,2 gKohlenhydrate, davon Zucker< 0 gBallaststoffe0 gEiweiß0 gSalz< 0,01 gArtikeldetailsMarke: HeinekenAlkoholgehalt: 5 % Vol.Packungsgröße: 0,25lx28KontaktKontaktname: Heineken Deutschland GmbHKontaktadresse: Ehrenbergstr. 19, 10245 BerlinMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1443690
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 2453174Ausdrucksstarker,körperreicher Weisswein mit viel Schmelz, Frische und Frucht. Ausgewogen und gehaltvoll. 
Empfehlung: zu hellem Fleisch, gebratenem Fisch, Geflügel, Pasta, Salat 
Trinktemperatur: 8-12°C Zutaten & AllergeneZutaten: Nicht deklariert: Weißwein 97%, Traubenmost, Packgas Kohlendioxid, Antioxidationsmittel (Ascorbinsäure, Schwefeldioxid), Stabilisator Metaweinsäure Zusatzstoffe: E 220Allergenhinweise: Schwefeldioxid und Sulfite in einer Konzentration von mehr als 10 mg/kg oder 10 mg/l, als SO2 angegebenNährwerteDurchschnittliche Nährwertepro 100 mlEnergie319 kJEnergie77 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate0,8 gKohlenhydrate, davon Zucker0,7 gEiweiß0 gSalz0,02 gArtikeldetailsUrsprungsland: DeutschlandAlkoholgehalt: 12,5 % Vol.Schmeckt zu: Vorspeisen & Salat, Fisch & Meeresfrüchten, Geflügel, PastaKontaktKontaktname: Reh Kendermann GmbHKontaktadresse: 55411 Bingen, DeutschlandMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2453174
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 274069Ein fruchtig und frische Bukett mit
einem dichten Aroma.

Empfehlung: zu Vorspeisen, Salaten,
Fisch, Meeresfrüchten, Schwein, Geflügel
Trinktemperatur: 8-10°C Zutaten & AllergeneZutaten: Nicht deklariert:Weißwein, rektifiziertes Traubenmostkonzentrat, Säuerungsmittel (Weinsäure, Citronensäure), Antioxidationsmittel (Schwefeldioxid). Zusatzstoffe: E 220Allergenhinweise: Schwefeldioxid und Sulfite in einer Konzentration von mehr als 10 mg/kg oder 10 mg/l, als SO2 angegebenNährwerteDurchschnittliche Nährwertepro 100 mlEnergie302 kJEnergie73 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate< 0,5 gKohlenhydrate, davon Zucker< 0,5 gEiweiß0 gSalz0,02 gArtikeldetailsUrsprungsland: ItalienAlkoholgehalt: 12,5 % Vol.Schmeckt zu: Vorspeisen & Salat, Fisch & Meeresfrüchten, Geflügel, SchweinKontaktKontaktname: Nosio SpaKontaktadresse: Mezzocorona, , ItalienMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",274069
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 366072HinweiseAufbewahrungs- und Verwendungshinweis: kühl lagern, vor Sonnenlicht schützenArtikeldetailsMarke: BerentzenUrsprungsland: DeutschlandAlkoholgehalt: 18 % Vol.Geschmacksrichtung: ApfelKontaktKontaktname: Berentzen-Gruppe AktiengesellschaftKontaktadresse: D-49740 HaselünneMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",366072
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 617358- Fruchtig, mit ausgewogenem Säurespiel, prickelnd und erfrischend.
- Empfehlung: Als Aperitif, zum Grillen.
- Trinktemperatur: 8 - 10°C. Zutaten & AllergeneZutaten: Enthält SulfiteAllergenhinweise: Enthält: Schwefeldioxid und Sulfite.ArtikeldetailsMarke: Weingut KlundtUrsprungsland: DeutschlandAlkoholgehalt: 9,5 % Vol.Schmeckt zu: Geflügel, Gegrilltem, Vorspeisen & Salat, Asiatischen SpeisenKontaktKontaktname: Württembergische Weingärtner ZentralgenossenschaftKontaktadresse: Raiffeisenstraße 2, 71696 MöglingenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",617358
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 128546Der Weinbrand-Kenner schätzt die harmonische Verbindung eines reifen weinigen Buketts und eines charaktervoll milden Geschmacks.Zutaten & AllergeneAllergenhinweise: Kann enthalten: Walnuss und Walnusserzeugnisse.ArtikeldetailsMarke: MariacronUrsprungsland: DeutschlandAlkoholgehalt: 36 % Vol.KontaktKontaktname: Nordbrand Nordhausen GmbHKontaktadresse: 99734 Nordhausen/HarzMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",128546
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 8276061Zutaten & AllergeneAllergenhinweise: Enthält: Keine deklarationspflichtigen Allergene enthalten.ArtikeldetailsMarke: PitúUrsprungsland: DeutschlandAlkoholgehalt: 10 % Vol.KontaktKontaktname: Pitú Importadora-Exportadora GmbHKontaktadresse: D-85435 ErdingFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8276061
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 818890Würzige Zitrus- und Kräuteraromen.
Empfehlung: Zur leichten Küche.
Trinktemperatur: 8 - 10°C Zutaten & AllergeneZutaten: enthält SulfiteAllergenhinweise: Enthält: Schwefeldioxid und Sulfite.ArtikeldetailsMarke: Oberkircher WinzerEigenschaften: *Neu*Ursprungsland: DeutschlandAlkoholgehalt: 11,5 % Vol.Schmeckt zu: Vorspeisen & Salat, GemüseKontaktKontaktname: Oberkircher Winzer eGKontaktadresse: 77704 OberkirchMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",818890
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 8725382Rubinrote Farbe, duftet nach Waldbeeren, Kirschen und Vanille. Langer eleganter Abgang.

EMPFEHLUNG: zu Rind, Lamm, Gemüse und Grillen
TRINKTEMPERATUR: 16-18°C Zutaten & AllergeneZutaten: Enthält SulfiteAllergenhinweise: Enthält: Schwefeldioxid und Sulfite.ArtikeldetailsMarke: Contessa MarinaUrsprungsland: ItalienAlkoholgehalt: 14 % Vol.Schmeckt zu: Rind, Lamm, Gemüse, GegrilltemKontaktKontaktname: Saffer Wein GmbHKontaktadresse: Martin Kollar Str. 11, 81829 MünchenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",8725382
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 4652240Zutaten & AllergeneZutaten: Enthält SULFITEAllergenhinweise: Enthält: Schwefeldioxid und Sulfite.HinweiseInformation: Der Alkoholgehalt kann aus natürlichen und produktionstechnischen Gründen Schwankungen zwischen Chargen unterliegen. Der angegebene Gehalt ist ein OrientierungswertArtikeldetailsUrsprungsland: DeutschlandAlkoholgehalt: 12 % Vol.Serviervorschlag: Passt zu Parmaschinken und MeloneKontaktKontaktname: Kessler Sekt GmbH & Co.KGKontaktadresse: 73728 EsslingenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",4652240
"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 1474421Voluminöser Weißwein mit intensiven Vanillearomen, dezentem Frucht-Säure-Spiel, mit angenehmer Länge.
Trinktemperatur: 8-10°C.

Alkoholgehalt: 13,5 % Vol.

Importeur:
Treasury Wine Estates
House 70 London Road Twickenham Zutaten & AllergeneZutaten: Zusatzstoffe: E 220Allergenhinweise: Schwefeldioxid und Sulfite in einer Konzentration von mehr als 10 mg/kg oder 10 mg/l, als SO2 angegebenArtikeldetailsMarke: Lindeman'sUrsprungsland: AustralienSchmeckt zu: Vorspeisen & Salat, Geflügel, Asiatischen Speisen, PastaMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1474421
