,product_information,product_id
187,"ProduktbeschreibungArtikelnummer 4750950Lust auf Abwechslung? Maggi Magic Asia Gebratene Nudeln Ente sorgt für ein asiatisch-würziges Geschmackserlebnis in der Küche. Mit Bratnudeln, Entenfleisch und Gemüsestückchen wie Zwiebeln, Karotten, Lauch und Paprika, fein abgeschmeckt mit einer asiatischen Gewürzmischung. Schnell und unkompliziert zubereitet und unheimlich lecker! 
 
Maggi Asia Gebratene Nudeln Ente ; so müssen Bratnudeln schmecken 
 
Ob zum Feierabend, zum Mittagessen am Wochenende oder beim gemütlichen Asia-Dinner mit Freunden. Maggi lädt alle Liebhaber der asiatischen Küche zu einer kulinarischen Reise nach Fernost ein. Maggi Magic Asia Gebratene Nudeln Ente sehen nicht nur lecker aus, sie schmecken auch hervorragend – ob mit Stäbchen oder Gabel, schon nach kurzer Zubereitungszeit kann das Schlemmen beginnen. 
 
375ml Wasser in einer beschichteten Pfanne erwärmen, den Beutelinhalt einrühren und aufkochen. Nun ca. 5 Minuten offen kochen lassen bis die Flüssigkeit von den Nudeln aufgenommen worden ist. Dabei gelegentlich umrühren. Schließlich 1El Öl hinzufügen und die Nudeln unter mehrmaligem Wenden fertig braten. 
 
Maggi Asia Gebratene Nudeln Ente: 
- Ergibt zwei leckere Portionen. 
- Gebratene Nudeln mit würziger Ente und leckeren Gemüsestückchen. 
- Ideal für asiatische Abwechslung. 
- Unkompliziert und schnell zubereitet. 
- Das braucht man dazu: eine Pfanne, einen Pfannenwender, Wasser und Öl.... mehr anzeigenZutaten & AllergeneZutaten: 85,7 % Nudeln (WEIZENMEHL, EIER), Jodsalz (Salz, Kaliumjodat), Zucker, Zwiebeln, Karotten, Weißkohl, Paprika, Aromen (mit GERSTE, EI), 0,5% Lauch, Gewürze (Chili, Paprika), Würze (aus WEIZEN), Stärke, Salz, Hühnerfett, karamellisierter Zucker, Hefeextrakt, natürliche Aromen, Antioxidationsmittel Extrakt aus Rosmarin, Säuerungsmittel Citronensäure. Kann SELLERIE, MILCH, SENF und SOJA enthalten.Allergenhinweise: Weizenmehl, Eier, Gerste, Ei, WeizenNährwerteDurchschnittliche NährwerteZubereitet pro 100 gEnergie805 kJEnergie187 kcalFett4 gFett, davon gesättigte Fettsäuren0,5 gKohlenhydrate31,8 gKohlenhydrate, davon Zucker2,2 gBallaststoffe2 gEiweiß4,9 gSalz1,3 gHinweiseAufbewahrungs- und Verwendungshinweis: Trocken lagern und vor Wärme schützen.Information: Nutri-Score: Berechnet für 100g zubereitetes GerichtArtikeldetailsMarke: MaggiUrsprungsland: DeutschlandSorte: Gebratene Nudeln EnteKontaktKontaktname: Maggi GmbHKontaktadresse: Julius-Bührer-Straße 8,78224 Singen (Hohentwiel), DeutschlandMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",4750950
56,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 4767608Fruchtig, exotisch.Zutaten & AllergeneZutaten: Enthält SULFITEAllergenhinweise: Enthält: Schwefeldioxid und Sulfite.HinweiseAufbewahrungs- und Verwendungshinweis: Kühl lagern und vor Feuchtigkeit und Licht schützen.ArtikeldetailsMarke: Brut DargentUrsprungsland: FrankreichAlkoholgehalt: 11,5 % Vol.KontaktKontaktname: LES GRANDS CHAIS DE FRANCEKontaktadresse: 1, rue de la Division Leclerc,67290 PETERSBACH FRANCEMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",4767608
784,"ProduktbeschreibungArtikelnummer 4835069Zutaten & AllergeneZutaten: WEIZENMEHL, Pflanzliches Fett (Palm), Salz, Kräuter, SÜSSMOLKENPULVER, Hefeextrakt, Gewürze, JOGHURTPULVER, SELLERIE, Aroma, Zucker, Hefe, RapsölAllergenhinweise: Enthält: Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Sellerie und Sellerieerzeugnisse. Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.875 kJEnergie447 kcalFett18,5 gFett, davon gesättigte Fettsäuren9,4 gKohlenhydrate58,2 gKohlenhydrate, davon Zucker5,1 gBallaststoffe3,3 gEiweiß10,3 gSalz3,8 gHinweiseAufbewahrungs- und Verwendungshinweis: Trocken lagern. Vor Licht schützen.ArtikeldetailsMarke: LeimerEigenschaften: VegetarischUrsprungsland: DeutschlandSorte: KräuterKontaktKontaktname: LEIMER KGKontaktadresse: Kotzinger Strasse 1 D-83278 TraunsteinFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",4835069
59,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 4859383„None genuine but mine“

1874 nahm M.W. Heron den recht rauen Whiskey der damaligen Zeit und mischte ihn mit seiner eigenen Mixtur aus Früchten und Gewürzen. 
Das Ergebnis war ein Likör, der sehr angenehm zu genießen war. Seitdem steht Southern Comfort für den lebendigen und pulsierenden Geist von New Orleans. 

Aromen von Orange, Pfirsich, Zimt, Vanille und dunkler Schokolade sind für den einzigartigen Geschmack von Southern Comfort verantwortlich und machen ihn als Klassiker unter den Likören vielseitig einsetzbar.Zutaten & AllergeneAllergenhinweise: Enthält: Keine deklarationspflichtigen Allergene enthalten.HinweiseInformation: mit FarbstoffArtikeldetailsMarke: Southern ComfortUrsprungsland: Vereinigte StaatenAlkoholgehalt: 35 % Vol.KontaktKontaktname: Sazerac of Ireland UnlimitedKontaktadresse: 21 Gilford Road, Dublin 4 D04 H668Maximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",4859383
118,"ProduktbeschreibungArtikelnummer 5008867Frisch für dich aus unserer Servicetheke. 
 
Zutaten: 56% Hähnchenbrustfleisch, Trinkwasser, Südfrüchte (Ananas, Mandarinen), Gelatine (Schwein), Invertzucker, Glukosesirup, Dextrose, Zucker, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze (enthalten SELLERIE), Aromen, (enthalten SELLERIE), Stabilisatoren: E450, E451, Antioxidationsmittel: E 300, E 301, Säuerungsmittel: E296, E334, Konservierungsstoff: E 250. 
 
Kann Spuren von SOJA enthalten. Zutaten & AllergeneZutaten: 56% Hähnchenbrustfleisch, Trinkwasser, Südfrüchte (Ananas, Mandarinen), Gelatine (Schwein), Invertzucker, Glukosesirup, Dextrose, Zucker, jodiertes Speisesalz (Speisesalz,Kaliumjodat), Gewürze (enthalten SELLERIE), Aromen (enthalten SELLERIE), Stabilisatoren: Diphosphate, Triphosphate; Antioxidationsmittel: Ascorbinsäure und Natriumascorbat; Säuerungsmittel: Weinsäure, Äpfelsäure; Konservierungsstoff: Natriumnitrit. Kann Spuren von SOJA enthalten.Allergenhinweise: Enthält: Sellerie und Sellerieerzeugnisse. Kann enthalten: Soja und Sojaerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie471 kJEnergie111 kcalFett0,8 gFett, davon gesättigte Fettsäuren0,33 gKohlenhydrate3 gKohlenhydrate, davon Zucker3 gBallaststoffe0,3 gEiweiß22,8 gSalz2,3 gHinweiseAufbewahrungs- und Verwendungshinweis: Unter  +7°C mindestens haltbar bis: siehe Aufkleber, Luftgezogene Ware bitte sofort auspackenInformation: mit Phosphat, mit Antioxidationsmittel, mit KonservierungsstoffArtikeldetailsMarke: MettenUrsprungsland: DeutschlandKontaktKontaktname: Metten Fleischwaren GmbH & Co. KGKontaktadresse: Bamenohler Str. 244, 57413 FinnentropFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5008867
160,"ProduktbeschreibungArtikelnummer 5019494Zutaten & AllergeneZutaten: Kartoffeln (95,5%), Sonnenblumenöl (4,5%).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie667 kJEnergie159 kcalFett4,5 gFett, davon gesättigte Fettsäuren0,5 gFett, davon einfach ungesättigte Fettsäuren1,8 gFett, davon mehrfach ungesättigte Fettsäuren2,2 gKohlenhydrate25,5 gKohlenhydrate, davon Zucker0,5 gBallaststoffe2 gEiweiß3 gSalz0,1 gHinweiseAufbewahrungs- und Verwendungshinweis: Haltbarkeit im Gefrierfach entsprechend den Symbolen: -6° C * : 1 Woche, -12° C ** : 1 Monat, -18° C *** : siehe Aufdruck NebenseiteInformation: Nach dem Auftauen nicht wieder einfrieren.ArtikeldetailsMarke: McCainEigenschaften: Vegan, Vegetarisch, LaktosefreiUrsprungsland: Europäische UnionKontaktKontaktname: McCain GmbHKontaktadresse: 65760 EschbornMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5019494
,,
14,"ProduktbeschreibungArtikelnummer 5175232Seit mehr als 50 Jahren präsentiert sich Jacobs Krönung als einer der beliebtesten Kaffees der Deutschen und begeistert die Genießer durch das unnachahmliche Verwöhnaroma. Zutaten & AllergeneAllergenhinweise: Enthält: Keine deklarationspflichtigen Allergene enthalten.HinweiseAufbewahrungs- und Verwendungshinweis: Trocken und kühl lagern.ArtikeldetailsMarke: JacobsUrsprungsland: DeutschlandKontaktKontaktname: JACOBS DOUWE EGBERTSKontaktadresse: Oosterdoksstraat 80, 1011 DK Amsterdam, The NetherlandsMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5175232
149,"ProduktbeschreibungArtikelnummer 5408539Zutaten & AllergeneZutaten: frische VOLLMILCH (40 %), Palmöl, Zucker, WEIZENMEHL (10,5%), MAGERMILCHPULVER (9 %), Honig (5 %), BUTTERREINFETT,VOLLEIPULVER, fettarmer Kakao, WEIZENKLEIE, Backtriebmittel:Dinatriumdiphosphat, Natriumhydrogencarbonat, Ammoniumcarbonat;Emulgator Mono- und Diglyceride von Speisefettsäuren, Salz, natürlicheAromen, Vanillin.Kann SOJA enthalten.Allergenhinweise: Enthält: Eier und Eierzeugnisse. Milch und Milcherzeugnisse (einschließlich Lactose). Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse. Kann enthalten: Soja und Sojaerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.754 kJEnergie421 kcalFett27,9 gFett, davon gesättigte Fettsäuren16,6 gKohlenhydrate34 gKohlenhydrate, davon Zucker29,5 gEiweiß7,9 gSalz0,61 gHinweiseAufbewahrungs- und Verwendungshinweis: Im Kühlschrank aufbewahren(0°C - +7°C).ArtikeldetailsMarke: FerreroUrsprungsland: Europäische UnionPackungsgröße: 5 StückKontaktKontaktname: FerreroKontaktadresse: DE-60624 Frankfurt am Main (EU).Für die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5408539
872,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 5476232Wein

- Rubinrote Farbe, intensiver Duft nach reifen Früchten, harmonischer Geschmack.
- Empfehlung: zu gegrilltem oder geschmortem Fleisch und kräftiger Pasta.
- Trinktemperatur: 16-18°C.
- Enthält: SULFITE. Zutaten & AllergeneZutaten: Enthält SulfiteAllergenhinweise: Enthält: Schwefeldioxid und Sulfite.ArtikeldetailsMarke: Santa CristinaUrsprungsland: ItalienAlkoholgehalt: 13 % Vol.Serviervorschlag: harmonischer Begleiter zu gegrilltem und geschmortem roten FleischSchmeckt zu: Pasta, Pizza, Schwein, Rind, GegrilltemKontaktKontaktname: Antinori - Santa CristinaKontaktadresse: IT 50123 FirenzeFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5476232
658,"ProduktbeschreibungArtikelnummer 5555159Frisch für dich aus unserer Servicetheke. 
 
Zutaten: Schweinefleisch, Nitritpökelsalz (Kochsalz, Konservierungsstoff: Natriumnitrit); PISTAZIEN 0,7%, Zucker, Gewürze, Geschmacksverstärker: Mononatriumglutamat; Aromen, Antioxidationsmittel: Ascorbinsäure. 
 
100g Mortadella werden aus 93g Schweinefleisch hergestellt. Zutaten & AllergeneAllergenhinweise: nullNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.234 kJEnergie298 kcalFett26 gFett, davon gesättigte Fettsäuren9,6 gKohlenhydrate0,5 gKohlenhydrate, davon Zucker0,5 gEiweiß16 gSalz2,4 gArtikeldetailsMarke: CastelloFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5555159
49,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 5602955Grant's The Family Reserve, der blended Scotch Whisky, welcher weltweit bekannt ist durch seinen außergewöhnlichen Geschmack und seine dreieckige Flasche.

Mit 25 der besten Single Malt und Grain Whiskys hergestellt, Vakuum destilliert und gelagert in Eichenfässern bekommt er einen tiefen, süßen und leicht fruchtigen Geschmack.

Grant's The Family Reserve ist komplex und rein im Duft, mit einer Note von Birne und Sommerfrüchten. Im Abgang ist Grant's The Family Reserve langanhaltend süß mit einem Hauch von Torf und Rauch.... mehr anzeigenHinweiseInformation: mit FarbstoffArtikeldetailsMarke: Grant'sUrsprungsland: GrossbritannienAlkoholgehalt: 40 % Vol.KontaktKontaktname: William Grant & Sons Deutschland GmbHKontaktadresse: Gertigstraße 12-14 22303 HamburgMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5602955
165,"ProduktbeschreibungArtikelnummer 5617294Original Wagner Flammkuchen Elsässer Art – mit knusperdünnem Boden! 
Genieße unseren Original Wagner Elsässer Flammkuchen aus dem Original Wagner Steinofen: Knusperdünn und herrlich saftig, sahnig mild und herzhaft belegt mit leckerer Crème fraîche und Sahnejoghurt, aromatischen Zwiebeln, geräuchertem Schweinebauch und hochwertigem Rohschinken. 
Herzhafter Genuss kann so lecker und schnell sein! Einfach aufbacken und genießen. Unsere Empfehlung: Kombiniere den französischen Klassiker mit einem frischen Gartensalat. 
 
Echt Wagner – Backtradition seit 1973. 
- Flammkuchen klassisch mit aromatischen Zwiebeln, geräuchertem Schweinebauch und hochwertigem Rohschinken 
- Knusperdünner Boden belegt mit Crème fraîche und Sahnejoghurt für einen sahnig-milden Geschmack 
- Schneller Flammkuchen in wenigen Minuten servierfertig, vorgebacken im Original Wagner Steinofen 
- Natürlicher Geschmack frei von künstlichen Aromen und Farbstoffen 
 
In unsere Backstube kommen nur beste Zutaten, wie z.B. 100% echter Käse und hochwertige Wurstwaren, während wir bei der Verfeinerung unserer Rezepturen kontinuierlich an der Optimierung der Anteile von Salz, Fett und gesättigten Fettsäuren arbeiten – immer mit dem Bestreben, unsere Tiefkühl-Produkte noch leckerer zu machen. 
 
Ob alleine oder mit Freunden und Familie, bei der großen Vielfalt unserer Flammkuchen Variationen ist für jeden Geschmack etwas dabei. Einmal Wagner - immer Wagner.... mehr anzeigenZutaten & AllergeneZutaten: WEIZENMEHL, CRÈME FRAÎCHE (13%), SAHNEJOGHURT (13%), Zwiebeln (13%), Schweinebauch gegart, geräuchert (10%) (Schweinefleisch, Salz, Konservierungsstoff: Natriumnitrit, Dextrose, Maltodextrin, Gewürzextrakte, Antioxidationsmittel: Natriumascorbat, Extrakt aus Rosmarin; Rauch), Rohschinken (6%) (Schweinehinterschinken, jodiertes Salz [Salz, Kaliumjodat], Gewürze, Dextrose, Konservierungsstoffe: Kaliumnitrat, Natriumnitrit; Rauch), Wasser, Rapsöl, Hefe, WEIZENSAUERTEIG getrocknet, Salz, Zucker, Stärke, Gewürze. Kann enthalten: EI, FISCH, LUPINE, SELLERIE, SENF und SOJA.Allergenhinweise: Weizenmehl, Crème fraîche, Sahnejoghurt, WeizensauerteigNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.041 kJEnergie249 kcalFett11,6 gFett, davon gesättigte Fettsäuren5,2 gKohlenhydrate27,3 gKohlenhydrate, davon Zucker3,3 gBallaststoffe1,6 gEiweiß7,8 gSalz0,99 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei -18°C (***Fach oder Tiefkühltruhe) mindestens haltbar bis Ende: siehe Seitenlasche.Information: Nach dem Auftauen nicht wieder einfrieren.ArtikeldetailsMarke: Original WagnerUrsprungsland: DeutschlandSorte: Unser OriginalKontaktKontaktname: Nestlé Wagner GmbHKontaktadresse: In den Schemeln 4D-66620 NonnweilerMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5617294
229,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 5866251Zutaten & AllergeneZutaten: verzeichnis: Wasser, WEIZENMALZ/GERSTENMALZ, Hopfen, HopfenextraktAllergenhinweise: GerstenmalzNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie170 kJEnergie41 kcalFett0,1 gFett, davon gesättigte Fettsäuren0,01 gKohlenhydrate2,7 gKohlenhydrate, davon Zucker0,1 gBallaststoffe0,3 gEiweiß0,44 gSalz0,004 gHinweiseInformation: Kein Verzehr in Zusammenhang mita)dem Führen von Fahrzeugen,b)einer Schwangerschaft,c)Medikamenten-EinnahmeArtikeldetailsMarke: HasseröderAlkoholgehalt: 4,9 % Vol.Packungsgröße: 0,5lx20KontaktKontaktname: Anheuser-Busch InBev Deutschland GmbH & Co.KGKontaktadresse: 28199 Bremen, GermanyMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5866251
739,"ProduktbeschreibungArtikelnummer 5953731Zutaten & AllergeneZutaten: VOLLMILCH, Joghurtkulturen (enthält MILCH).Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie167 kJEnergie39 kcalFett0,1 gFett, davon gesättigte Fettsäuren< 0,1 gKohlenhydrate4,2 gKohlenhydrate, davon Zucker4,2 gBallaststoffe< 0,5 gEiweiß5,4 gSalz0,13 gHinweiseAufbewahrungs- und Verwendungshinweis: Nach dem Öffnen im Kühlschrank aufbewahren und zügig verbrauchen. Ungeöffnet bei +8° C mindestens haltbar bis: siehe DeckelArtikeldetailsMarke: WeideglückUrsprungsland: DeutschlandKontaktKontaktname: MILCHWERKE SCHWABEN eGKontaktadresse: 89021 ULMFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5953731
228,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 5973414Zutaten & AllergeneZutaten: Brauwasser, GERSTENMALZ, HopfenHinweiseAufbewahrungs- und Verwendungshinweis: Kühl und dunkel lagernArtikeldetailsMarke: Schwaben BräuEigenschaften: RegionalAlkoholgehalt: 5,7 % Vol.Packungsgröße: 0,5lx20KontaktKontaktname: Dinkelacker-Schwaben Bräu GmbH & Co. KGKontaktadresse: Tübinger Str. 46, 70178 StuttgartMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",5973414
830,"ProduktbeschreibungArtikelnummer 6421385Der sprudelnde Durstlöscher mit frischem Geschmack: Gerolsteiner Sprudel ist eines der meistgetrunkenen Mineralwässer Deutschlands. Den besonderen geologischen Gegebenheiten der Vulkaneifel verdankt Gerolsteiner Sprudel seinen erfrischenden, harmonischen Geschmack und seinen natürlichen Gehalt an wertvollen Mineralstoffen wie Calcium und Magnesium: 1l Gerolsteiner Sprudel deckt mehr als 1/3 des Tagesbedarfs an Calcium und 1/4 des täglichen Magnesiumbedarfs.NährwerteDurchschnittliche NährwerteUnzubereitet pro 1 lKalium11 mgChlorid40 mgCalcium348 mgMagnesium108 mgBikarbonat1.816 mgNatrium118 mgSulfat 4+38 mgHinweiseAufbewahrungs- und Verwendungshinweis: Kühl, trocken und lichtgeschützt lagern.Information: Quellname: Gerolsteiner / Quellort: GerolsteinArtikeldetailsMarke: GerolsteinerNettofüllmenge: 1,5 LPackungsgröße: 1,5lx6KontaktKontaktname: Gerolsteiner Brunnen GmbH & Co. KGKontaktadresse: 54567 Gerolstein/VulkaneifelFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",6421385
148,"ProduktbeschreibungArtikelnummer 6443931Zutaten & AllergeneZutaten: MILCHSCHOKOLADE 28,5 % (Kakaobutter, Zucker, VOLLMILCHPULVER, Kakaomasse, Emulgator Lecithine (SOJA), Vanillin), frische VOLLMILCH (14,5 %), Zucker, MILCHKARAMELL 11 %(gezuckerte KONDENSMILCH, Zucker, HASELNÜSSE, Palmöl,Aroma), HASELNÜSSE (10,5 %), Palmöl, MAGERMILCHPULVER (5,5%), WEIZENMEHL, BUTTERREINFETT, Reismehl, Tapiokastärke,Emulgatoren: Mono- und Diglyceride von Speisefettsäuren, Lecithine (SOJA); Salz, Vanillin, Verdickungsmittel Tarakernmehl, Backtriebmittel Natriumhydrogencarbonat.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose). Nüsse und Nusserzeugnisse. Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse. Soja und Sojaerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie2.165 kJEnergie521 kcalFett37,5 gFett, davon gesättigte Fettsäuren19 gKohlenhydrate38,2 gKohlenhydrate, davon Zucker35,6 gEiweiß6,7 gSalz0,191 gHinweiseAufbewahrungs- und Verwendungshinweis: Im Kühlschrank aufbewahren(0°C - +7°C)ArtikeldetailsMarke: KinderUrsprungsland: Europäische UnionKontaktKontaktname: FerreroKontaktadresse: DE-60624 Frankfurt am Main (EU).Für die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",6443931
1108,"Bestellung ab 18 Jahren.Für dieses Produkt gilt das Jugendschutzgesetz.ProduktbeschreibungArtikelnummer 6642063Zutaten & AllergeneZutaten: Wasser, GERSTENMALZ, Hopfen, HopfenextraktNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie159 kJEnergie38 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate2,4 gKohlenhydrate, davon Zucker0 gEiweiß0 gSalz0 gArtikeldetailsMarke: KrombacherAlkoholgehalt: 4,8 % Vol.Packungsgröße: 0,33lx6KontaktKontaktname: Krombacher BrauereiKontaktadresse: 57223 KrombachFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",6642063
,,
25,"ProduktbeschreibungArtikelnummer 6730531Fanta Orange schmeckt unglaublich prickelnd und super orangig. Fanta ist einfach köstlich und macht jetzt noch mehr Spaß! Trinke Fanta. Lebe bunter! In der 1,5 L wiederverschließbaren PET Einwegflasche. Die perfekte Größe für das gemeinsame Essen mit der Familie. Zutaten & AllergeneZutaten: Wasser, Zucker, Orangensaft aus Orangensaftkonzentrat, Kohlensäure, Säuerungsmittel Citronensäure, Citrusextrakt, natürliches Orangenaroma mit anderen natürlichen Aromen, Antioxidationsmittel Ascorbinsäure, Farbstoff Carotine, Stabilisator GuarkernmehlNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 mlEnergie160 kJEnergie38 kcalFett0 gFett, davon gesättigte Fettsäuren0 gKohlenhydrate9,1 gKohlenhydrate, davon Zucker9,1 gEiweiß0 gSalz0,01 gArtikeldetailsMarke: FantaNettofüllmenge: 1,5 LUrsprungsland: DeutschlandPackungsgröße: 1,5lKontaktKontaktname: Coca-Cola European Partners Deutschland GmbHKontaktadresse: Postfach 67 01 56, 10207 BerlinFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",6730531
110,"ProduktbeschreibungArtikelnummer 6823467Zutaten & AllergeneZutaten: Brot (WEIZENMEHL, Wasser, Backhefe, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Rapsöl, WEIZENMALZMEHL) (80%), Brotaufstrich Knoblauch (Rapsöl (68%), Wasser, Knoblauch (10%), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürzextrakt, modifizierte Stärke, Karottenextrakt, Stärke)Allergenhinweise: Enthält: Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse. Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Kann enthalten: Eier und Eierzeugnisse. Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.367 kJEnergie326 kcalFett15 gFett, davon gesättigte Fettsäuren1,1 gKohlenhydrate39 gKohlenhydrate, davon Zucker3,1 gEiweiß6,9 gSalz1,7 gHinweiseAufbewahrungs- und Verwendungshinweis: gekühlt (+2°C - +7°C)Information: Unter Schutzatmosphäre verpackt.ArtikeldetailsMarke: Block HouseUrsprungsland: DeutschlandKontaktKontaktname: Block HouseKontaktadresse: 22339 HamburgMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",6823467
